"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"1452959_PM_a_at",-1.14827094331285,7.04281108083694,-4.82879035422428,0.00432343352500915,0.423349485363206,-1.4621293462437,"Capn10"
"1436991_PM_x_at",-1.81979536139758,9.62187700192628,-4.69402372703407,0.00488976425141148,0.433651960850621,-1.56984681226661,"Gsn"
"1426083_PM_a_at",-1.16466085450494,9.20191963164275,-4.67371791102495,0.0049823377892665,0.434034827465408,-1.5863492198653,"Btg1"
"1449556_PM_at",-2.46603061208002,8.62657184516344,-4.63938512404024,0.00514350935950314,0.434034827465408,-1.61441512039993,"C920025E04Rik /// H2-T23 /// LOC102641046"
"1417534_PM_at",-1.84773742606403,6.87309224830086,-4.59664555211298,0.00535263649580269,0.434034827465408,-1.64964253159632,"Itgb5"
"1436520_PM_at",-2.06713615286128,9.15524922706954,-4.55552654624481,0.00556315633471028,0.434034827465408,-1.68383888215681,"Ahnak2"
"1421550_PM_a_at",-1.55694467171904,6.09663131713378,-4.52985701304803,0.00569942321200926,0.434855884163199,-1.70533911225458,"Trim34a /// Trim34b"
"1451644_PM_a_at",-1.29249035278173,8.63147646834615,-4.48239242756097,0.00596166557956284,0.44059413351366,-1.74540458909246,"H2-Q4 /// H2-Q6 /// H2-Q8 /// LOC68395"
"1424175_PM_at",-1.26901551752172,7.54400263936217,-4.47507771919765,0.0060033051525569,0.44280261093394,-1.75161497704294,"Tef"
"1456569_PM_x_at",-1.45868201847269,6.42687190751526,-4.45118459345953,0.00614167414459007,0.447163407356356,-1.77196804162253,"Gsn"
"1437171_PM_x_at",-1.95963693835868,9.52001471238778,-4.39242422249024,0.00649788794425021,0.451646735554287,-1.82246151954437,"Gsn"
"1448914_PM_a_at",-1.25025315442739,6.36965428515065,-4.30268127754842,0.00708886370768315,0.455036527047653,-1.90079311708904,"Csf1"
"1456312_PM_x_at",-3.8214927487214,9.05431550034253,-4.2865073634399,0.00720183130121443,0.455036527047653,-1.91506762276277,"Gsn"
"1433467_PM_at",-2.77803069958569,6.53044311175611,-4.28375666442262,0.00722124900215911,0.455036527047653,-1.91750008719181,"Slc7a6"
"1442243_PM_at",-1.44601599976977,6.45371825118957,-4.27199927300351,0.0073049280324795,0.455036527047653,-1.92791298035654,"Per3"
"1436524_PM_at",-1.23678848800836,7.09411331237266,-4.23906557081618,0.00754531991590966,0.455036527047653,-1.95721666986942,"4833438C02Rik"
"1417639_PM_at",-2.00757367696414,7.30838714835234,-4.22511985099684,0.00764984413130454,0.455036527047653,-1.96968584020341,"Slc22a4"
"1424308_PM_at",-1.88343074518836,7.60915859047433,-4.21706049963636,0.00771100760544443,0.455036527047653,-1.97690834570546,"Slc24a3"
"1458000_PM_at",-1.80497873718388,6.77491174547658,-4.21407095507585,0.00773383832978839,0.455036527047653,-1.97959053910968,"Dsg1a"
"1419499_PM_at",-1.21975294086043,6.65366390465704,-4.20776097025129,0.00778228211341591,0.455987772196156,-1.98525725874813,"Gpam"
"1416122_PM_at",-1.6539673105402,9.19246444352988,-4.16492907331675,0.00812047998197754,0.457636188347626,-2.02391876379703,"Ccnd2"
"1427820_PM_at",-2.2093677888231,8.93037390929395,-4.1595302732548,0.00816429397121562,0.457722503857561,-2.02881620138604,"---"
"1434853_PM_x_at",-1.45844044301589,8.7052723894101,-4.12395601026933,0.00845987278043675,0.461914988455026,-2.0612232382744,"Mkrn1"
"1442495_PM_at",-2.38552477859159,6.02330171058964,-4.09155345127088,0.00873981937319827,0.463630034664401,-2.09094753677792,"Birc6"
"1416194_PM_at",-1.99305465423789,6.12389885779892,-4.08589474726464,0.00878979020989905,0.463630034664401,-2.09615876050337,"Cyp4b1"
"1439965_PM_at",-1.96814302056301,7.35660826345234,-4.08398644434235,0.00880671580087865,0.463630034664401,-2.09791751708167,"Slc43a2"
"1418710_PM_at",-1.52351342273943,7.22877074926818,-4.07789740578806,0.00886097241840373,0.463630034664401,-2.10353396537745,"Cd59a"
"1457251_PM_x_at",-1.08435752034705,6.77125542171151,-4.07427631974992,0.00889341981760475,0.463630034664401,-2.10687731816292,"---"
"1458151_PM_at",-1.05483722510497,6.09093418216828,-4.06150292053722,0.00900897005011594,0.463630034664401,-2.11869074436298,"4833444G19Rik"
"1424585_PM_at",-1.35073955260463,7.74459801590597,-4.05983011867116,0.00902422946371771,0.463630034664401,-2.12024010651521,"Ranbp10"
"1417505_PM_s_at",-1.27240284663426,7.48709956077156,-4.04124785234736,0.00919574412932999,0.463630034664401,-2.13748666037746,"Gm13305 /// Gm2002 /// Il11ra1 /// Il11ra2 /// LOC100861969"
"1457324_PM_at",-2.23877045366787,7.36565616878717,-4.02028675235687,0.00939371208125569,0.466117711477013,-2.15701934456839,"4933409K07Rik /// Gm13306 /// Gm17167"
"1457184_PM_at",-1.34706312059964,7.40953408340996,-4.00964724720473,0.0094960610536278,0.466117711477013,-2.1669656052367,"---"
"1430751_PM_at",-1.1187637018187,7.50870227869373,-3.98575571722686,0.00973057467668999,0.466117711477013,-2.18937854077734,"Serpina3i"
"1435504_PM_at",-1.70819592715956,6.22559456791055,-3.97388554472492,0.00984954840285905,0.466117711477013,-2.20055433147051,"Clip4"
"1448747_PM_at",-3.18191415471175,7.41529671004216,-3.95233832356,0.0100697899740337,0.466117711477013,-2.22090941584685,"Fbxo32"
"1434592_PM_at",-1.11300522284034,6.00721895233882,-3.94484818145633,0.0101476638497032,0.466170821400105,-2.22800580990865,"Slc16a10"
"1441901_PM_x_at",-1.14175748831561,6.08056735606042,-3.91472281327555,0.0104679001882431,0.468580645259005,-2.25665526455782,"Fahd2a"
"1423163_PM_at",-1.03577903810841,6.20076466152316,-3.90897640607162,0.0105302878716741,0.468580645259005,-2.26213975507022,"Gpank1"
"1458491_PM_at",-2.44401032887515,7.55355124149089,-3.90766858597604,0.0105445458838647,0.468580645259005,-2.26338884410171,"Zfp949"
"1418632_PM_at",-1.87857220819516,6.87541699919054,-3.88802190296894,0.0107614113995224,0.473009612449699,-2.28219245249334,"Ube2h"
"1416654_PM_at",-1.32979472845359,7.16417130803214,-3.80959764184169,0.011679293093788,0.486110676211085,-2.35798485635483,"Slc31a2"
"1426324_PM_at",-1.11648367371832,10.7016912179815,-3.80481326800413,0.0117381166745441,0.486565954826075,-2.36264667667105,"H2-D1 /// H2-L"
"1453568_PM_at",-3.53862542282931,9.6133699489228,-3.79222610340685,0.0118944941235857,0.487624739818074,-2.37493230746441,"Dapl1"
"1426624_PM_a_at",-1.31992852655324,7.30805822681951,-3.73248640975045,0.0126697810113551,0.492510312654599,-2.43365385440013,"Ypel3"
"1454314_PM_at",-1.81494696810936,7.3233308409598,-3.71043566807168,0.0129703588646039,0.492510312654599,-2.4555011883745,"4930578G10Rik /// Gm2163"
"1436512_PM_at",-1.22667344276536,6.75178871439799,-3.71020545618807,0.0129735394128919,0.492510312654599,-2.45572976696925,"Arl4c"
"1423786_PM_at",-1.09172722739806,6.93386312294126,-3.70375865439165,0.0130629678870183,0.492510312654599,-2.46213494484447,"Hmces"
"1445654_PM_at",-2.26232138283356,7.30768911134939,-3.70030021677054,0.0131112311798631,0.492510312654599,-2.46557432716068,"---"
"1439806_PM_at",-1.01468154667103,6.0463378112567,-3.69116874944043,0.0132396399586591,0.492704523803653,-2.47466646909508,"---"
"1427150_PM_at",-1.37741719750067,7.80445827432278,-3.68190990285405,0.0133713012257133,0.494734148427639,-2.48390171303944,"Kmt2c"
"1450738_PM_at",-1.49890519240384,8.29060142175574,-3.65708279582904,0.013731747764411,0.496863323464951,-2.5087463775922,"Kif21a"
"1423844_PM_s_at",-1.78352354555412,7.2200625187602,-3.65560008080538,0.0137536209614349,0.496863323464951,-2.51023386700111,"Cbs"
"1416123_PM_at",-1.7221304724525,8.64241562718984,-3.65361147160573,0.0137830193096209,0.496948302440573,-2.51222953873357,"Ccnd2"
"1447800_PM_x_at",-1.12606820382739,7.30720520485446,-3.64510880630443,0.0139095246299379,0.49832808732018,-2.52077091798179,"Tcn2"
"1455288_PM_at",-1.08065431063118,6.90717381348688,-3.62459733656445,0.01422016165677,0.500607019048397,-2.54143258078416,"Leprel4"
"1457101_PM_at",-2.11669865373216,6.797049533664,-3.595476804543,0.0146747919129324,0.504969478388833,-2.57090419308961,"LOC102636257"
"1443078_PM_at",-1.69278442108542,6.11296948655134,-3.5903722244657,0.0147561709794937,0.505393258107227,-2.57608696424711,"6030439D06Rik"
"1444711_PM_at",-1.50818587718589,8.80742707117815,-3.54977319164787,0.0154219380838093,0.513772477521206,-2.61748449299745,"Kank1"
"1428736_PM_at",-1.28141966082,6.24450213146745,-3.54816778764484,0.0154489553564391,0.513782505032348,-2.61912791471481,"Gramd3"
"1432648_PM_at",-1.6972937202107,6.5039984817723,-3.54085864340629,0.0155726399610946,0.514989774059959,-2.62661633670389,"4930466F19Rik"
"1419457_PM_at",-1.9331836394219,6.5074689741622,-3.51419287030556,0.0160334744560758,0.516332903010767,-2.65402214737155,"Arhgef28"
"1450014_PM_at",-1.51515131723419,8.61134148070089,-3.51416724503988,0.016033924667524,0.516332903010767,-2.65404854865636,"Cldn1"
"1438474_PM_at",-1.28899378433093,8.31958133428698,-3.48762318786858,0.0165080511418203,0.517965316397469,-2.68146322817245,"Ankrd35"
"1437745_PM_at",-1.41523931980939,8.42146350440166,-3.47940199409757,0.0166580969843169,0.51872000023113,-2.68998110445869,"Chd7"
"1442849_PM_at",-1.63047030296172,6.51779490379356,-3.45246506570052,0.0171606294207314,0.51872000023113,-2.71797952221159,"Lrp1"
"1438211_PM_s_at",-1.16974270813902,8.45965993247629,-3.43981031868019,0.0174026100811854,0.51872000023113,-2.73118016596425,"Dbp"
"1425641_PM_at",-1.07482179280214,7.74864831660663,-3.40672984676035,0.0180535654380015,0.522231759836337,-2.76582984174257,"Aff1"
"1418884_PM_x_at",-1.88155266859942,9.0283686126602,-3.39218822242944,0.0183483706770373,0.522879095580258,-2.7811261802707,"Tuba1a"
"1455463_PM_at",-1.61191705089825,6.49353392238041,-3.39027106963991,0.0183876408862802,0.522879095580258,-2.78314578530238,"Phyhip"
"1448613_PM_at",-1.40897550116904,6.81638211150004,-3.39017916110188,0.0183895258833332,0.522879095580258,-2.78324262267182,"Ecm1"
"1456060_PM_at",-1.6564358184202,7.60696129143464,-3.35318465938325,0.0191662553742715,0.526908607704012,-2.82234903912977,"Maf"
"1455242_PM_at",-1.04864423970516,7.61267470221795,-3.33342542954526,0.0195962095691845,0.529875432288434,-2.84334057542478,"Foxp1"
"1422428_PM_at",-1.01237689334112,6.40825069316526,-3.33105058726852,0.0196486121368553,0.529875432288434,-2.84586840089488,"Acsbg1"
"1420950_PM_at",-1.26028890526064,7.30288016664829,-3.3307255871419,0.0196557957509354,0.529875432288434,-2.84621441820921,"Znrf1"
"1431270_PM_a_at",-1.15308323765451,6.42092249193955,-3.32237646172742,0.0198413567855057,0.529960984269531,-2.85511016836742,"Aste1"
"1444073_PM_at",-1.95873641493479,6.69674602198031,-3.31969272938851,0.019901421181811,0.529960984269531,-2.85797234509084,"Maf"
"1421006_PM_at",-1.22671990072208,6.3676297320368,-3.29777643077356,0.0203996533125945,0.530580377008552,-2.88139563794924,"Col4a6"
"1452024_PM_a_at",-1.15431675466683,10.2593772943766,-3.29642857424717,0.0204307493663057,0.530580377008552,-2.88283906395058,"Ldb1"
"1426278_PM_at",-1.46548208377779,7.29678523092108,-3.29435227312498,0.0204787554739188,0.530580377008552,-2.88506323872399,"Ifi27l2a"
"1424709_PM_at",-1.38829495513906,6.46150513918034,-3.28753464685659,0.020637279338516,0.530580377008552,-2.89237198838264,"Sc5d"
"1453300_PM_at",-1.5952657280363,6.80325924013941,-3.27270622706896,0.0209868533953833,0.530580377008552,-2.90829806517814,"Slc35d2"
"1441183_PM_at",-1.12833829651241,6.70922764035795,-3.27206688834985,0.0210020744191813,0.530580377008552,-2.90898563641046,"---"
"1444441_PM_at",-1.00615303970915,8.18169613742686,-3.26326750310835,0.0212128296500751,0.531030354594832,-2.91845645600094,"Rapgefl1"
"1416715_PM_at",-1.30740742289932,7.88396940595236,-3.24975199066107,0.0215411813943617,0.532084480184639,-2.93303080908742,"Gjb3"
"1426934_PM_at",-1.39653729574949,8.31821479803049,-3.24677366071738,0.0216143028341079,0.532084480184639,-2.93624694711917,"Nhsl1"
"1423660_PM_at",-1.05498116281022,9.23412599313531,-3.23633870492272,0.021872698752324,0.532778122422807,-2.94752782628316,"Ctdsp2"
"1454714_PM_x_at",-3.79219491793773,6.01139751239738,-3.23468313745262,0.0219140124280419,0.532778122422807,-2.94931942326525,"Phgdh"
"1436905_PM_x_at",-2.14450012228601,6.94439724693409,-3.22603399624267,0.0221312743588625,0.532778122422807,-2.95868730519898,"Laptm5"
"1428150_PM_at",-1.14917817097755,6.76476244866654,-3.22021306366909,0.0222788526623439,0.533234262017204,-2.96499958613504,"Coro7"
"1425743_PM_at",-1.98246318858216,6.97210305679976,-3.21686026959489,0.0223643567040277,0.533409631298816,-2.96863817399346,"Trim7"
"1433586_PM_at",-2.09959323410364,7.02650489342892,-3.19584569580416,0.0229087275264173,0.539448549436622,-2.99149024654037,"Rgmb"
"1432399_PM_a_at",-1.07929063356057,6.28028189816658,-3.18561409064811,0.0231791323535422,0.541137427155249,-3.00264525717073,"Epha1"
"1456694_PM_x_at",-1.27104231317995,6.36599196770025,-3.17140725266846,0.0235605414647539,0.543349921386445,-3.01816537448679,"Ptpn6"
"1428361_PM_x_at",-1.09435269955106,6.78049392946021,-3.17108760195679,0.0235692035127131,0.543349921386445,-3.01851498878018,"Hba-a1 /// Hba-a2"
"1433923_PM_at",-2.80132076531674,7.40086517298377,-3.17017234803674,0.0235940252183687,0.543349921386445,-3.01951613812912,"Krt77"
"1456393_PM_at",-1.41702201649804,9.21776290419197,-3.1685190560991,0.0236389367097023,0.543349921386445,-3.02132496838963,"Bbip1"
"1436640_PM_x_at",-1.4414248288238,6.00740740850999,-3.15503260137562,0.0240088880336017,0.545543769642887,-3.03609839372471,"Agpat4"
"1423551_PM_at",-1.4873374954332,7.56928783067477,-3.15474623178876,0.0240168134385018,0.545543769642887,-3.03641244156564,"Cdh13"
